Country_Mean_Target,Year,Adult Mortality,Income composition of resources,HIV/AIDS,Schooling,BMI,Measles ,thinness 1-19 years,Total expenditure,thinness 5-9 years,GDP_per_capita
-1.2041068769086825,1.6269784336399213,0.7902380162040601,-0.808914642614308,-0.3240545569126994,-0.6338427979170983,-0.9666249374124035,-0.1109243151596389,2.70797578327902,0.9945638030018412,2.73672435231288,-0.06795714467959096
-1.2041068769086825,1.4100479758212652,0.8546135301901625,-0.824511669228829,-0.3240545569126994,-0.666114685520584,-0.9918088851269713,-0.1685696878553971,2.70797578327902,1.0033111474538465,2.73672435231288,-0.06753078398717337
-1.2041068769086825,1.193117518002609,0.8304727124453741,-0.8557057224578709,-0.3240545569126994,-0.6983865731240696,-1.016992832841539,-0.17396849919548324,2.70797578327902,0.9814427863238332,2.73672435231288,-0.06795654860380193
-1.2041068769086825,0.9761870601839528,0.8626604694384253,-0.8920987845584195,-0.3240545569126994,-0.7306584607275552,-1.0421767805561066,0.031273409330048664,2.70797578327902,1.1520160031379407,2.73672435231288,-0.06791943318440671
-1.2041068769086825,0.7592566023652966,0.8868012871832138,-0.9388898644019824,-0.3240545569126994,-0.8274741235380129,-1.0623239387277608,0.05095294744068515,2.70797578327902,0.8677273084477608,2.73672435231288,-0.06795622135526239
-1.2041068769086825,0.5423261445466404,0.918989044176265,-0.9700839176310243,-0.3240545569126994,-0.9242897863484705,-1.0875078864423287,-0.03821451727299523,2.70797578327902,1.449425714506129,2.73672435231288,-0.06791697169550706
-1.2041068769086825,0.32539568672798425,0.9350829226727906,-1.0428700418321222,-0.3240545569126994,-1.0211054491589275,-1.1126918341568963,0.037717151897248224,2.70797578327902,1.5456465034781903,2.73672435231288,-0.06760030298143016
-1.2041068769086825,0.10846522890932808,0.9833645581623675,-1.0480690507036292,-0.3240545569126994,-1.0856492243658995,-1.137875781871464,-0.07217478215418209,2.70797578327902,1.0689162308438882,2.73672435231288,-0.06792965555308988
-1.2041068769086825,-0.10846522890932808,1.04774007214847,-1.141651210390755,-0.3240545569126994,-1.1824648871763566,-1.1630597295860317,-0.11205632398901179,2.70797578327902,0.36912867468344507,2.73672435231288,-0.06795793238079016
-1.2041068769086825,-0.32539568672798425,1.04774007214847,-1.1936412991058245,-0.3240545569126994,-1.279280549986814,-1.1882436773005993,-0.03812743967073577,2.70797578327902,0.6752857305036387,2.73672435231288,-0.06793690957348597
-1.2041068769086825,-0.5423261445466404,1.0155523151554187,-1.2404323789493874,-0.3240545569126994,-1.3438243251937856,-1.213427625015167,-0.09855929563879649,2.70797578327902,1.2307421032059904,2.73672435231288,-0.0679385542059208
-1.2041068769086825,-0.7592566023652966,1.0316461936519443,-1.3184175120219923,-0.3240545569126994,-1.6988150888321294,-1.2335747831868211,-0.1708337055141429,2.70797578327902,1.2701051532400154,2.73672435231288,-0.06795903886787376
-1.2041068769086825,-0.9761870601839528,1.04774007214847,-1.3600095829940482,-0.3240545569126994,-1.7956307516425867,-1.2537219413584753,-0.14192394156400434,2.70797578327902,1.283226169918024,2.73672435231288,-0.0679417941748474
-1.2041068769086825,-1.193117518002609,-1.30196618834427,-1.5263778668822714,-0.3240545569126994,-1.8924464144530442,-1.2738690995301294,0.005063051049953164,2.70797578327902,0.8196169139617302,-0.6334229852659805,-0.06795916302208409
-1.2041068769086825,-1.4100479758212652,1.2167257963619889,-1.5315768757537784,-0.3240545569126994,-1.9892620772635015,-1.2940162577017835,0.5515620828302834,-0.6607239665532115,0.8371116028657413,-0.5831222787349527,-0.06795201600136354
-1.2041068769086825,-1.6269784336399213,1.256960492603303,-1.5419748934967925,-0.3240545569126994,-2.1183496276774445,-1.3141634158734377,0.35737902979170205,-0.6098756684425364,1.012058491905852,-0.5579719254694389,-0.06787139935737048
0.6474321028810335,1.6269784336399213,-0.7306335017176105,0.6624048680221684,-0.3240545569126994,0.6893045938258192,0.9926861947809623,-0.21141186816704824,-0.8895413080512499,0.04985060218524257,-0.8597761646556056,-0.03645116816771753
0.6474321028810335,1.4100479758212652,-1.2617314921029559,0.6572058591506614,-0.3240545569126994,0.6893045938258192,0.9523918784376542,-0.21141186816704824,-0.8895413080512499,-0.00263346452679073,-0.8597761646556056,-0.06431706000802
0.6474321028810335,1.193117518002609,-0.6501641092349825,0.6468078414076475,-0.3240545569126994,0.6893045938258192,0.9171343516372593,-0.21141186816704824,-0.8641171589959123,-0.09885425349885159,-0.8346258113900916,-0.06445354164978657
0.6474321028810335,0.9761870601839528,-0.6340702307384569,0.6104147793070985,-0.3240545569126994,0.6893045938258192,0.8818768248368644,-0.21062816974671314,-0.8641171589959123,-0.1294699590808711,-0.8346258113900916,0.2642357486932202
0.6474321028810335,0.7592566023652966,-0.6179763522419313,0.5376286551060007,-0.3240545569126994,0.39885760539444753,0.8466192980364698,-0.20897369530378354,-0.8386930099405747,-0.07698589236883781,-0.8094754581245778,-0.06450261505820794
0.6474321028810335,0.5423261445466404,-0.5938355344971429,0.47004153977640983,-0.3240545569126994,0.14068250456656095,0.8063249816931614,-0.21054109214445368,-0.8386930099405747,-0.23881176473094037,-0.8094754581245778,-0.06757068235678583
0.6474321028810335,0.32539568672798425,-0.5938355344971429,0.4492455042903819,-0.3240545569126994,0.04386684175610332,0.7660306653498532,-0.21141186816704824,-0.8132688608852371,-0.04199651456081561,-0.7843251048590638,-0.06763778007953937
0.6474321028810335,0.10846522890932808,-1.3180600668407956,0.407653433318326,-0.3240545569126994,-0.020676933450868035,0.7206995594636314,-0.21141186816704824,-0.7878447118298995,-0.007007136752793407,-0.7843251048590638,-0.06792697207223419
0.6474321028810335,-0.10846522890932808,-1.2536845528546932,0.3556633446032561,-0.3240545569126994,-0.14976448386481134,0.6753684535774096,-0.20949616091734025,-0.7878447118298995,0.09358732444527013,-0.75917475159355,-0.06514959193456783
